Elements_In_Peaks	Elements_In_Cores	Elements_Outside_Cores
5068	718	4350
4720	670	4050
4484	579	3905
4737	692	4045
4664	719	3945
4323	645	3678
4425	723	3702
4367	657	3710
4660	610	4050
4551	646	3905
4239	637	3602
4674	724	3950
4840	703	4137
4789	738	4051
4673	675	3998
4659	634	4025
4832	647	4185
4635	671	3964
4895	701	4194
4861	754	4107
4599	641	3958
4483	668	3815
4770	668	4102
4514	645	3869
5027	680	4347
4499	704	3795
4849	632	4217
4450	622	3828
5065	743	4322
4838	647	4191
4536	700	3836
4519	653	3866
4487	562	3925
4743	709	4034
4621	647	3974
4717	600	4117
4220	590	3630
4774	650	4124
4377	672	3705
4785	703	4082
4622	629	3993
4990	725	4265
4608	679	3929
4770	687	4083
4762	609	4153
4744	663	4081
4655	632	4023
4204	557	3647
4399	557	3842
4695	669	4026
4444	667	3777
4990	734	4256
5156	688	4468
5026	703	4323
4837	669	4168
4737	664	4073
4806	656	4150
4668	651	4017
4504	569	3935
5079	783	4296
4829	700	4129
4874	593	4281
4646	605	4041
4305	604	3701
4525	612	3913
4708	681	4027
4730	704	4026
4630	652	3978
4756	645	4111
4940	667	4273
4735	649	4086
4769	786	3983
4605	696	3909
5209	709	4500
4899	649	4250
4927	656	4271
4546	659	3887
4724	630	4094
4761	738	4023
4668	685	3983
4816	723	4093
4511	596	3915
4690	643	4047
4558	633	3925
4532	670	3862
4406	558	3848
4713	666	4047
4699	651	4048
5149	741	4408
4534	658	3876
4590	584	4006
4659	601	4058
4878	689	4189
4591	655	3936
4888	675	4213
4660	684	3976
4884	734	4150
4552	704	3848
4648	637	4011
4538	619	3919
4915	662	4253
4667	649	4018
4574	599	3975
4692	633	4059
4601	616	3985
4256	644	3612
4442	572	3870
4593	652	3941
4939	675	4264
4934	647	4287
4942	701	4241
4686	660	4026
4748	640	4108
4847	657	4190
4512	616	3896
5045	673	4372
5000	766	4234
4562	696	3866
4900	699	4201
4608	669	3939
4460	640	3820
4796	675	4121
4931	676	4255
4514	535	3979
4632	755	3877
5097	759	4338
4460	635	3825
4638	659	3979
4693	702	3991
4654	561	4093
4600	657	3943
4682	650	4032
4763	559	4204
5105	699	4406
4498	606	3892
4784	685	4099
4180	581	3599
4789	689	4100
4484	676	3808
4662	751	3911
4923	663	4260
4547	681	3866
4559	693	3866
4827	691	4136
4496	593	3903
4683	732	3951
4818	697	4121
4668	655	4013
4744	633	4111
4531	719	3812
4894	705	4189
5145	725	4420
4767	663	4104
4646	641	4005
4533	554	3979
4933	692	4241
4910	651	4259
4884	704	4180
4745	737	4008
4453	574	3879
4933	688	4245
4912	742	4170
4829	627	4202
4597	765	3832
4735	717	4018
4615	650	3965
4646	644	4002
4732	713	4019
4555	655	3900
4518	620	3898
5069	671	4398
4659	640	4019
4651	662	3989
4503	611	3892
4992	772	4220
4621	633	3988
4500	624	3876
4674	699	3975
4967	620	4347
4871	746	4125
4945	684	4261
4427	511	3916
4330	584	3746
5020	667	4353
4689	652	4037
4742	695	4047
4382	647	3735
4433	552	3881
4504	615	3889
4357	666	3691
4609	588	4021
4423	628	3795
4801	621	4180
4612	603	4009
4653	755	3898
4739	563	4176
4823	653	4170
4522	632	3890
4411	556	3855
4611	555	4056
4510	677	3833
4644	697	3947
4737	653	4084
4803	668	4135
5154	791	4363
4318	650	3668
4490	643	3847
4668	680	3988
4767	631	4136
4543	692	3851
4923	660	4263
4526	645	3881
4565	684	3881
4765	665	4100
4778	631	4147
4731	643	4088
4911	687	4224
4566	720	3846
4602	574	4028
4626	700	3926
4762	641	4121
4660	721	3939
4708	615	4093
4736	604	4132
4649	603	4046
4844	689	4155
4526	674	3852
4806	677	4129
4887	737	4150
4545	665	3880
4629	654	3975
4510	608	3902
4469	601	3868
4566	651	3915
4884	678	4206
4718	666	4052
4559	543	4016
4625	660	3965
4168	638	3530
4639	746	3893
4808	649	4159
4571	707	3864
4590	695	3895
4573	683	3890
4926	710	4216
4449	620	3829
4586	656	3930
4697	605	4092
4615	725	3890
4840	694	4146
4943	673	4270
4827	692	4135
4690	682	4008
4818	711	4107
4495	663	3832
4945	663	4282
4408	644	3764
4615	689	3926
4800	640	4160
5002	692	4310
4626	621	4005
4635	702	3933
5003	679	4324
4218	605	3613
4499	649	3850
4731	709	4022
4603	636	3967
4773	709	4064
4772	621	4151
4691	676	4015
4829	658	4171
4598	638	3960
4653	707	3946
4628	645	3983
4028	533	3495
4658	656	4002
4833	732	4101
4698	621	4077
4990	647	4343
5046	691	4355
4658	616	4042
5069	665	4404
4417	642	3775
4641	652	3989
4762	679	4083
4409	589	3820
4713	755	3958
5037	749	4288
4763	665	4098
4780	672	4108
4904	662	4242
4468	653	3815
4839	787	4052
4619	719	3900
4527	582	3945
4345	622	3723
4618	655	3963
4754	699	4055
4798	743	4055
4847	653	4194
4348	575	3773
4795	708	4087
4868	755	4113
4522	691	3831
4634	698	3936
4987	775	4212
4794	667	4127
4488	608	3880
4338	654	3684
4874	618	4256
4662	590	4072
4483	661	3822
4532	629	3903
4776	620	4156
4754	739	4015
4832	690	4142
4922	715	4207
4349	633	3716
4937	649	4288
4631	670	3961
4577	617	3960
5001	656	4345
4648	700	3948
4602	603	3999
4983	811	4172
4307	516	3791
4597	633	3964
4769	655	4114
4327	577	3750
5079	634	4445
4776	669	4107
4887	714	4173
4898	692	4206
4598	663	3935
4608	618	3990
4687	695	3992
4977	727	4250
4863	683	4180
5107	736	4371
4791	728	4063
4755	653	4102
4580	646	3934
4723	685	4038
4995	713	4282
4469	594	3875
4341	618	3723
4566	660	3906
4774	674	4100
4711	733	3978
5051	664	4387
4561	677	3884
4832	717	4115
4151	600	3551
4564	614	3950
4451	598	3853
4668	731	3937
4838	618	4220
4759	665	4094
4616	717	3899
4439	631	3808
4394	641	3753
4403	655	3748
4710	722	3988
4659	645	4014
4559	655	3904
4932	715	4217
5080	693	4387
4993	719	4274
4670	675	3995
4683	624	4059
4535	643	3892
5001	744	4257
4683	618	4065
4457	586	3871
4710	654	4056
4623	693	3930
4825	659	4166
4327	570	3757
4705	614	4091
4905	703	4202
4714	631	4083
4871	701	4170
4748	725	4023
4640	633	4007
4721	739	3982
4458	628	3830
4491	666	3825
5040	723	4317
4399	658	3741
4796	593	4203
4380	643	3737
4312	606	3706
4657	729	3928
4675	625	4050
4727	629	4098
4951	734	4217
4667	679	3988
4714	617	4097
4554	633	3921
4627	658	3969
4656	667	3989
4445	608	3837
4347	623	3724
4551	603	3948
4480	683	3797
4559	676	3883
4901	727	4174
4651	674	3977
4645	693	3952
4510	577	3933
4486	698	3788
4969	697	4272
4748	688	4060
4455	650	3805
4677	689	3988
4582	656	3926
4595	707	3888
4929	580	4349
4612	655	3957
4352	636	3716
4343	704	3639
4199	637	3562
4325	641	3684
4541	644	3897
4656	685	3971
4613	643	3970
4502	714	3788
5455	776	4679
4790	733	4057
4758	707	4051
4503	628	3875
4623	644	3979
4925	709	4216
4579	675	3904
4425	634	3791
4809	688	4121
4673	646	4027
4456	639	3817
4998	704	4294
4410	602	3808
4917	657	4260
4522	648	3874
4602	647	3955
4747	686	4061
4357	639	3718
4615	660	3955
4546	689	3857
4643	636	4007
4219	582	3637
4961	793	4168
4515	615	3900
4768	610	4158
4554	710	3844
4636	636	4000
5359	750	4609
4799	741	4058
4905	709	4196
4603	590	4013
4498	546	3952
4661	638	4023
4215	662	3553
4784	630	4154
4763	712	4051
4547	639	3908
4432	648	3784
4537	581	3956
4873	720	4153
4368	614	3754
4882	674	4208
4662	685	3977
4535	551	3984
4495	632	3863
4802	668	4134
4657	633	4024
4874	641	4233
4569	686	3883
4943	686	4257
4986	663	4323
4646	655	3991
4476	613	3863
4510	702	3808
4649	700	3949
4675	636	4039
4931	659	4272
4656	696	3960
4731	687	4044
4618	667	3951
4673	675	3998
4624	643	3981
4769	728	4041
4597	651	3946
4913	720	4193
4534	631	3903
4471	612	3859
4498	664	3834
5021	673	4348
4518	637	3881
4663	701	3962
4891	693	4198
4708	696	4012
4358	702	3656
4821	700	4121
4526	627	3899
4679	628	4051
4812	704	4108
4451	635	3816
4801	640	4161
4815	659	4156
4730	624	4106
4953	659	4294
4319	612	3707
4496	523	3973
4655	742	3913
4732	596	4136
4842	691	4151
4611	586	4025
4755	639	4116
5065	686	4379
4788	660	4128
4702	639	4063
4850	669	4181
4792	666	4126
4673	674	3999
4521	718	3803
4378	687	3691
4679	728	3951
4525	606	3919
4623	724	3899
4430	710	3720
4719	686	4033
4204	603	3601
4944	680	4264
5013	707	4306
4398	722	3676
4423	670	3753
4755	666	4089
4590	642	3948
4874	654	4220
4923	696	4227
4647	647	4000
4698	693	4005
4799	797	4002
4583	695	3888
4555	641	3914
4619	622	3997
4442	601	3841
4953	767	4186
4511	671	3840
4831	680	4151
4579	685	3894
4545	728	3817
4729	589	4140
4614	576	4038
4357	639	3718
4398	701	3697
5066	736	4330
4513	614	3899
4539	642	3897
4692	683	4009
4682	695	3987
4622	617	4005
5056	786	4270
4444	656	3788
4891	701	4190
4678	644	4034
4806	644	4162
4767	695	4072
4614	679	3935
4127	574	3553
4582	647	3935
4468	738	3730
4713	644	4069
4637	626	4011
4869	586	4283
4720	691	4029
4734	759	3975
4212	648	3564
5037	685	4352
4731	610	4121
4886	680	4206
4275	559	3716
5048	786	4262
4604	669	3935
4525	622	3903
4533	715	3818
4914	791	4123
4641	583	4058
5050	685	4365
4454	658	3796
4726	640	4086
4507	553	3954
4648	686	3962
4528	612	3916
4725	748	3977
4947	721	4226
4727	693	4034
4741	679	4062
5144	725	4419
5043	686	4357
4530	678	3852
4761	718	4043
4086	590	3496
4614	659	3955
4655	684	3971
4836	656	4180
4794	676	4118
4796	658	4138
4818	632	4186
4968	648	4320
4693	693	4000
5046	708	4338
4729	682	4047
4761	633	4128
4986	774	4212
4850	690	4160
4533	700	3833
4542	606	3936
4908	719	4189
4453	612	3841
4686	684	4002
4947	802	4145
4594	608	3986
4421	606	3815
4862	630	4232
4436	671	3765
4612	602	4010
4257	658	3599
4656	676	3980
4684	627	4057
4773	611	4162
4784	634	4150
4521	691	3830
4708	605	4103
4642	692	3950
4514	594	3920
4610	669	3941
4686	691	3995
5022	656	4366
4624	719	3905
4717	698	4019
4351	576	3775
4849	663	4186
4622	606	4016
4701	740	3961
4459	699	3760
4586	564	4022
4515	704	3811
4501	604	3897
4949	757	4192
4771	659	4112
4812	687	4125
4485	642	3843
4833	608	4225
4698	660	4038
4845	730	4115
4923	657	4266
4611	732	3879
4559	681	3878
5014	721	4293
4636	735	3901
4783	668	4115
4817	645	4172
5104	707	4397
4288	640	3648
4931	670	4261
4583	641	3942
4584	599	3985
5065	792	4273
4794	602	4192
4462	613	3849
4978	728	4250
4683	695	3988
4780	673	4107
4561	616	3945
4538	609	3929
4772	755	4017
4592	642	3950
4719	707	4012
4367	617	3750
4747	640	4107
5179	672	4507
4626	626	4000
4390	611	3779
4622	580	4042
4571	668	3903
4524	655	3869
4849	649	4200
4860	663	4197
4758	611	4147
4515	666	3849
4875	742	4133
4826	688	4138
4554	608	3946
4962	635	4327
4701	660	4041
5027	667	4360
4763	652	4111
4302	550	3752
4516	683	3833
4532	658	3874
4738	621	4117
4596	613	3983
4320	558	3762
4462	689	3773
4864	651	4213
4511	667	3844
4739	680	4059
4762	678	4084
4747	660	4087
4618	626	3992
4514	666	3848
4706	667	4039
4731	700	4031
4415	693	3722
4886	682	4204
4480	606	3874
4923	687	4236
5010	662	4348
4987	623	4364
4641	612	4029
4789	727	4062
4742	707	4035
4665	705	3960
4617	568	4049
4958	753	4205
4179	565	3614
4517	585	3932
4469	695	3774
4771	678	4093
4616	688	3928
4812	703	4109
4418	631	3787
4669	639	4030
4580	619	3961
4786	701	4085
4659	592	4067
4616	607	4009
4538	615	3923
4599	701	3898
4817	715	4102
4693	643	4050
4581	707	3874
4653	659	3994
4954	681	4273
4446	620	3826
4646	647	3999
4536	694	3842
4570	636	3934
4424	641	3783
4893	685	4208
4578	670	3908
4181	585	3596
4632	583	4049
4499	643	3856
4620	657	3963
4765	678	4087
4583	578	4005
4500	681	3819
4441	661	3780
4796	644	4152
4862	664	4198
4371	623	3748
4696	765	3931
4706	633	4073
4755	683	4072
4704	714	3990
4571	704	3867
4539	638	3901
4066	608	3458
4590	704	3886
4608	740	3868
4590	671	3919
5021	728	4293
4507	631	3876
4414	639	3775
4432	703	3729
4552	712	3840
4880	691	4189
4820	647	4173
4670	649	4021
4715	529	4186
4653	707	3946
4728	633	4095
4654	609	4045
4942	753	4189
4924	704	4220
4848	698	4150
4644	640	4004
4416	600	3816
4381	589	3792
4667	682	3985
4852	753	4099
4449	615	3834
4404	670	3734
4875	614	4261
4556	632	3924
4392	617	3775
4440	690	3750
4716	668	4048
4504	629	3875
4862	682	4180
4794	708	4086
4807	665	4142
4838	707	4131
4661	638	4023
4481	589	3892
4459	716	3743
4858	713	4145
4926	677	4249
4378	656	3722
4775	642	4133
4535	617	3918
4486	704	3782
4309	621	3688
4888	683	4205
4566	649	3917
4557	601	3956
4717	611	4106
4453	609	3844
4845	673	4172
4778	593	4185
4630	648	3982
4452	630	3822
4667	722	3945
4515	607	3908
4723	624	4099
4858	634	4224
4935	677	4258
4950	701	4249
4884	624	4260
4541	598	3943
5063	602	4461
4478	655	3823
4414	649	3765
4555	727	3828
4896	634	4262
4834	740	4094
4822	639	4183
4637	701	3936
4791	719	4072
4803	688	4115
4422	685	3737
4656	672	3984
4974	659	4315
4647	653	3994
4933	722	4211
4551	639	3912
4526	644	3882
4802	711	4091
4197	607	3590
5218	729	4489
4726	680	4046
4530	668	3862
4781	718	4063
4654	670	3984
4362	692	3670
4861	658	4203
5136	701	4435
4560	591	3969
4676	609	4067
4785	714	4071
4705	687	4018
4956	723	4233
4497	599	3898
4939	740	4199
5018	678	4340
5009	674	4335
4603	700	3903
4759	555	4204
4386	634	3752
4585	655	3930
4296	638	3658
4643	621	4022
4574	668	3906
5085	758	4327
4387	668	3719
4868	658	4210
4478	617	3861
4390	533	3857
4437	674	3763
4771	651	4120
4623	643	3980
4808	674	4134
4901	682	4219
4432	682	3750
4781	666	4115
4616	622	3994
4622	670	3952
4427	658	3769
4318	577	3741
4699	714	3985
4585	650	3935
4661	677	3984
4721	654	4067
4674	704	3970
4832	737	4095
4713	674	4039
4736	600	4136
4754	729	4025
4501	610	3891
4755	672	4083
4841	755	4086
4246	595	3651
4625	640	3985
4607	737	3870
4502	544	3958
4809	587	4222
4528	540	3988
4549	610	3939
4649	722	3927
4415	663	3752
4591	684	3907
4772	692	4080
4844	634	4210
4743	615	4128
4829	664	4165
4735	711	4024
4776	565	4211
4391	613	3778
4608	560	4048
4577	620	3957
4522	638	3884
4384	569	3815
4964	662	4302
4668	661	4007
4771	679	4092
4713	802	3911
4411	632	3779
4842	595	4247
4486	609	3877
4729	597	4132
4634	657	3977
4645	606	4039
4839	655	4184
4602	607	3995
4353	642	3711
4242	636	3606
4570	603	3967
4704	704	4000
4344	663	3681
4613	660	3953
4478	639	3839
4912	786	4126
4646	735	3911
4671	653	4018
4699	711	3988
4500	635	3865
5231	684	4547
4548	601	3947
4563	713	3850
4649	644	4005
4463	699	3764
4540	667	3873
4853	707	4146
4635	691	3944
4660	686	3974
4807	745	4062
4369	619	3750
4553	631	3922
4709	679	4030
4918	661	4257
4848	627	4221
4376	608	3768
4735	636	4099
4788	660	4128
4379	546	3833
4823	689	4134
4595	692	3903
4844	628	4216
4696	667	4029
4353	651	3702
4596	622	3974
4727	588	4139
4561	661	3900
4952	660	4292
4595	642	3953
4459	649	3810
4923	712	4211
4487	630	3857
4545	639	3906
4707	608	4099
4641	715	3926
4299	575	3724
5050	687	4363
4989	674	4315
4587	611	3976
4539	622	3917
4741	660	4081
4357	587	3770
5113	750	4363
4262	623	3639
4734	663	4071
4850	664	4186
4672	679	3993
5019	690	4329
4304	492	3812
4744	685	4059
4988	704	4284
4970	622	4348
4850	752	4098
4726	630	4096
4877	694	4183
4577	617	3960
4395	586	3809
4974	693	4281
4619	702	3917
4772	653	4119
4711	615	4096
4328	676	3652
4137	635	3502
4703	705	3998
4518	591	3927
4500	654	3846
4955	618	4337
4805	681	4124
4567	641	3926
4675	592	4083
4508	625	3883
4308	662	3646
4735	706	4029
5055	736	4319
4897	709	4188
4454	578	3876
4602	620	3982
4896	703	4193
4656	697	3959
4640	676	3964
4818	721	4097
4628	639	3989
4825	657	4168
4800	671	4129
4511	634	3877
5032	592	4440
4673	666	4007
4661	700	3961
4592	687	3905
4343	570	3773
4528	637	3891
4639	624	4015
4699	614	4085
5017	664	4353
4722	678	4044
4670	684	3986
5088	659	4429
4575	652	3923
4717	717	4000
4478	719	3759
4762	674	4088
5044	766	4278
5186	735	4451
4454	648	3806
4800	743	4057
4488	632	3856
4837	649	4188
4665	652	4013
5122	657	4465
4832	560	4272
5003	681	4322
4812	704	4108
4241	580	3661
4872	708	4164
4735	597	4138
4706	655	4051
4918	656	4262
5097	708	4389
4805	724	4081
4562	658	3904
4481	677	3804
4831	714	4117
4802	668	4134
4977	802	4175
4925	686	4239
4352	607	3745
4580	683	3897
4460	700	3760
4437	643	3794
5284	683	4601
5059	780	4279
4756	704	4052
4475	565	3910
4489	630	3859
4844	664	4180
4621	693	3928
4550	630	3920
4676	614	4062
4712	649	4063
4727	679	4048
4667	659	4008
4911	711	4200
4984	677	4307
4315	635	3680
5046	788	4258
4822	660	4162
5121	700	4421
4362	567	3795
4552	637	3915
4551	559	3992
4513	721	3792
4891	650	4241
4817	771	4046
4561	675	3886
4258	552	3706
4695	678	4017
4559	599	3960
4840	701	4139
4529	676	3853
4760	663	4097
4690	755	3935
4633	756	3877
4752	667	4085
4789	567	4222
5044	680	4364
4693	598	4095
4600	681	3919
4843	631	4212
4306	619	3687
4498	605	3893
4100	577	3523
4915	713	4202
4845	662	4183
4910	699	4211
4843	687	4156
4693	645	4048
4625	659	3966
5169	743	4426
4611	684	3927
4646	683	3963
4684	633	4051
5383	731	4652
4762	537	4225
4754	663	4091
4595	636	3959
4602	650	3952
4624	610	4014
4356	614	3742
4709	679	4030
4215	603	3612
4714	652	4062
4193	566	3627
5200	690	4510
4578	684	3894
4735	578	4157
4702	705	3997
4422	654	3768
4860	641	4219
4763	612	4151
4929	761	4168
4744	626	4118
4603	657	3946
4669	683	3986
4435	600	3835
4929	717	4212
4693	676	4017
4596	651	3945
4653	551	4102
4788	617	4171
4656	609	4047
4826	686	4140
4646	701	3945
4768	625	4143
5112	733	4379
4721	731	3990
4365	608	3757
4342	624	3718
4850	636	4214
4466	691	3775
4752	678	4074
4842	695	4147
4811	692	4119
4585	649	3936
4396	658	3738
4473	640	3833
4349	644	3705
4605	656	3949
4854	683	4171
4791	655	4136
4595	573	4022
5164	719	4445
4348	602	3746
4513	639	3874
4565	669	3896
4629	644	3985
4504	646	3858
4888	687	4201
4626	657	3969
4870	716	4154
5009	684	4325
4827	634	4193
4856	672	4184
4556	620	3936
4740	721	4019
4687	692	3995
4577	640	3937
4718	817	3901
4276	573	3703
4731	646	4085
4898	732	4166
4547	672	3875
4723	624	4099
4611	648	3963
4842	634	4208
4780	624	4156
4699	636	4063
4647	643	4004
4743	684	4059
4498	624	3874
4622	682	3940
4262	549	3713
5028	646	4382
4862	723	4139
4888	652	4236
4869	559	4310
5131	675	4456
4263	625	3638
4859	691	4168
4739	617	4122
4838	672	4166
4549	616	3933
4196	627	3569
4428	596	3832
4474	690	3784
4703	676	4027
4610	628	3982
4620	658	3962
4584	619	3965
4733	648	4085
5158	727	4431
4816	627	4189
4571	729	3842
5049	660	4389
4511	664	3847
4728	714	4014
4535	610	3925
4910	762	4148
5032	622	4410
4503	661	3842
4730	642	4088
4398	633	3765
4625	672	3953
4762	658	4104
4543	625	3918
4369	671	3698
4622	629	3993
5008	605	4403
4934	695	4239
4752	713	4039
4403	616	3787
4650	719	3931
5031	643	4388
4668	687	3981
4892	638	4254
4615	754	3861
4789	622	4167
4479	674	3805
4441	657	3784
4582	723	3859
4453	678	3775
4630	666	3964
4510	580	3930
4723	640	4083
4906	773	4133
4459	665	3794
4612	645	3967
4757	648	4109
4575	629	3946
4432	580	3852
4898	676	4222
4816	706	4110
4748	675	4073
4620	689	3931
4897	620	4277
4426	608	3818
4680	594	4086
4906	652	4254
4522	586	3936
4937	685	4252
4594	679	3915
4679	711	3968
5024	631	4393
4594	586	4008
4647	680	3967
4977	788	4189
4277	592	3685
4613	631	3982
4556	696	3860
4677	588	4089
4728	634	4094
4760	701	4059
4608	569	4039
4683	668	4015
4684	626	4058
4385	607	3778
4418	641	3777
4404	598	3806
4831	567	4264
4178	709	3469
4671	606	4065
4560	666	3894
4871	701	4170
4581	684	3897
4664	670	3994
4525	608	3917
4678	605	4073
4813	728	4085
4593	549	4044
4610	686	3924
4505	644	3861
4551	723	3828
4714	670	4044
4529	613	3916
4685	623	4062
4639	633	4006
4483	699	3784
4985	696	4289
4646	661	3985
4636	667	3969
4575	635	3940
4732	706	4026
4660	634	4026
4751	669	4082
4823	640	4183
4776	675	4101
4117	591	3526
4586	658	3928
4703	642	4061
4439	580	3859
4668	599	4069
4811	711	4100
4651	643	4008
5006	751	4255
4465	646	3819
4806	689	4117
4379	586	3793
4388	561	3827
4412	631	3781
4352	615	3737
4572	583	3989
5007	741	4266
4948	666	4282
4836	659	4177
4362	590	3772
4653	569	4084
4574	630	3944
4496	650	3846
4306	555	3751
4742	701	4041
4531	786	3745
4749	671	4078
4422	640	3782
4858	702	4156
4711	667	4044
4974	697	4277
4427	722	3705
4729	735	3994
4557	699	3858
4943	757	4186
4810	680	4130
4606	626	3980
4760	701	4059
4763	630	4133
4726	664	4062
4779	695	4084
4821	716	4105
4640	662	3978
4691	615	4076
4721	605	4116
4902	671	4231
4766	697	4069
4870	636	4234
4434	676	3758
4840	679	4161
4483	678	3805
4741	744	3997
4358	666	3692
4569	598	3971
4626	714	3912
4791	676	4115
5058	716	4342
4602	602	4000
4761	648	4113
4609	655	3954
5054	713	4341
4579	646	3933
4745	692	4053
4362	592	3770
4587	706	3881
4577	708	3869
4789	704	4085
4523	661	3862
4605	727	3878
4624	659	3965
5119	754	4365
4529	667	3862
4605	596	4009
5084	764	4320
4768	639	4129
4501	579	3922
4942	638	4304
4317	567	3750
4406	641	3765
4816	625	4191
4830	713	4117
4618	678	3940
4853	719	4134
4477	596	3881
5031	735	4296
5109	781	4328
4511	643	3868
4148	620	3528
4506	663	3843
5000	684	4316
4578	666	3912
4354	649	3705
4911	777	4134
4606	671	3935
4372	593	3779
4617	663	3954
4829	612	4217
4317	579	3738
4879	662	4217
4844	607	4237
4450	620	3830
4844	704	4140
4858	703	4155
4860	720	4140
4270	615	3655
4518	661	3857
4648	692	3956
4609	680	3929
4777	696	4081
4912	708	4204
4629	634	3995
4456	636	3820
4442	548	3894
4471	634	3837
4720	635	4085
4724	624	4100
4723	667	4056
4801	679	4122
4440	728	3712
4719	613	4106
4845	742	4103
4820	641	4179
4760	690	4070
4784	702	4082
4466	657	3809
4369	638	3731
4729	672	4057
4930	714	4216
4673	618	4055
4422	603	3819
4710	638	4072
4484	668	3816
4279	634	3645
4823	647	4176
4271	606	3665
4636	733	3903
4845	642	4203
4595	645	3950
4552	643	3909
4913	673	4240
4353	608	3745
4376	612	3764
4483	631	3852
4636	682	3954
4588	683	3905
4767	693	4074
4580	674	3906
4937	702	4235
4906	722	4184
4643	712	3931
4525	601	3924
4533	625	3908
4300	623	3677
5033	686	4347
4704	641	4063
4948	703	4245
4252	691	3561
4396	652	3744
4291	628	3663
4815	608	4207
4425	685	3740
4978	740	4238
4566	629	3937
4748	621	4127
4560	629	3931
4490	615	3875
4582	693	3889
4764	700	4064
4880	646	4234
4891	749	4142
4541	623	3918
4190	645	3545
4747	688	4059
4285	650	3635
4648	668	3980
4868	664	4204
4823	629	4194
4773	713	4060
4754	662	4092
4323	642	3681
4460	576	3884
4911	770	4141
4547	578	3969
4445	666	3779
4681	651	4030
4585	593	3992
4554	719	3835
4613	719	3894
4865	704	4161
4842	639	4203
4432	637	3795
4631	680	3951
4787	627	4160
4743	591	4152
4631	696	3935
4898	604	4294
4621	674	3947
4535	673	3862
4713	629	4084
4742	736	4006
4573	655	3918
4985	638	4347
4523	635	3888
4591	614	3977
4981	696	4285
4891	641	4250
4589	610	3979
4804	634	4170
4762	562	4200
4561	632	3929
5074	666	4408
4842	713	4129
4457	665	3792
4841	583	4258
4079	636	3443
4851	742	4109
4102	531	3571
5083	689	4394
4596	685	3911
4279	607	3672
4695	640	4055
4325	676	3649
4641	649	3992
4994	693	4301
5021	712	4309
4650	666	3984
4576	627	3949
4454	601	3853
4663	632	4031
4470	623	3847
4479	632	3847
4322	614	3708
4714	627	4087
4379	519	3860
4509	577	3932
4835	679	4156
4461	615	3846
4687	640	4047
4689	600	4089
4771	686	4085
4403	553	3850
5040	721	4319
4957	688	4269
4462	598	3864
4972	709	4263
4399	513	3886
4506	723	3783
4404	621	3783
4981	613	4368
4651	589	4062
4630	736	3894
4912	775	4137
5077	715	4362
4554	639	3915
4530	705	3825
4677	638	4039
4614	699	3915
4730	656	4074
4941	744	4197
4870	741	4129
4464	659	3805
4671	631	4040
4681	694	3987
4523	677	3846
4789	687	4102
4604	717	3887
4913	692	4221
4650	626	4024
4882	737	4145
4616	680	3936
4978	725	4253
4509	576	3933
4799	653	4146
4883	790	4093
4680	597	4083
4969	736	4233
4598	692	3906
4835	668	4167
4374	566	3808
4682	620	4062
4854	664	4190
4352	604	3748
4779	689	4090
4811	579	4232
4886	729	4157
5077	759	4318
4685	626	4059
4674	645	4029
5207	735	4472
4705	648	4057
4875	662	4213
4643	699	3944
4553	698	3855
4802	644	4158
4769	593	4176
4597	625	3972
4662	650	4012
4690	695	3995
4847	648	4199
4623	650	3973
4709	767	3942
4570	661	3909
4880	571	4309
4286	597	3689
4644	719	3925
4711	746	3965
4372	616	3756
4546	652	3894
5349	743	4606
4777	650	4127
4746	632	4114
5105	765	4340
4703	747	3956
4221	551	3670
4960	743	4217
4436	685	3751
4619	668	3951
4704	636	4068
4522	676	3846
4845	733	4112
4628	655	3973
4910	681	4229
5187	752	4435
4685	634	4051
4540	683	3857
5099	681	4418
4512	704	3808
4743	711	4032
4662	616	4046
4991	688	4303
4622	676	3946
4525	588	3937
4771	743	4028
4789	696	4093
4751	599	4152
4503	621	3882
4529	627	3902
5036	662	4374
4596	601	3995
4184	617	3567
4606	694	3912
4470	683	3787
4591	689	3902
4789	636	4153
4719	588	4131
4540	700	3840
4509	651	3858
4974	673	4301
4828	719	4109
4176	557	3619
4652	677	3975
4243	571	3672
4918	683	4235
4602	670	3932
4579	685	3894
4440	642	3798
4874	708	4166
4720	656	4064
4663	656	4007
4839	663	4176
4596	588	4008
4373	617	3756
4578	663	3915
4612	703	3909
4403	641	3762
4463	703	3760
4308	661	3647
4541	675	3866
4457	627	3830
4765	659	4106
4776	639	4137
4822	697	4125
4548	629	3919
4718	626	4092
4748	689	4059
4597	623	3974
4516	652	3864
4667	619	4048
4715	645	4070
4668	614	4054
4608	741	3867
4656	783	3873
5096	691	4405
4890	675	4215
4659	576	4083
4560	648	3912
4507	628	3879
4735	689	4046
4796	665	4131
4537	623	3914
4505	637	3868
4757	660	4097
4884	742	4142
4653	659	3994
4478	579	3899
5097	716	4381
5026	687	4339
4769	655	4114
4709	655	4054
4524	646	3878
4613	685	3928
4701	646	4055
4732	660	4072
4993	751	4242
4414	622	3792
4553	685	3868
4722	709	4013
4972	570	4402
5014	705	4309
4871	687	4184
4576	684	3892
4657	682	3975
4782	714	4068
4673	670	4003
4682	687	3995
4683	638	4045
4593	621	3972
4798	728	4070
4401	649	3752
4948	682	4266
4813	664	4149
4586	595	3991
4472	627	3845
4473	638	3835
